sample_id,protein,gene,n_cells,protein_mean,protein_std,rna_mean,rna_std,cell_pearson_r,cell_spearman_r,cell_pearson_p,cell_spearman_p,grid_pearson_r,grid_spearman_r,ssim,note,stage,error
C01,FOXP3,FOXP3,32700.0,81.36594673583689,46.00095965779223,0.06706947833299637,0.5822675824165344,0.028800487108164893,0.02333046604457761,1.899490022592917e-07,2.450684022142122e-05,0.23117378197730165,0.5634512142744929,0.6428915386500713,,metaplasia,
C01,CD3,CD3D,32700.0,90.84908694003654,98.11740928549636,0.5657495856285095,1.6329548358917236,0.016071280937423132,-0.0030557669463312396,0.003657668254410454,0.5805655454672418,0.4564434530970114,0.8516729615284466,0.595236926964888,,metaplasia,
C01,CD8,CD8A,32700.0,71.535780553098,120.52462040975516,0.5705500841140747,1.636205792427063,0.044823718140131044,0.04899380475035101,5.091133400195801e-16,7.677669670834778e-19,0.570002529262505,0.8972975377857209,0.6786280324121725,,metaplasia,
C01,HLA-DR,HLA-DRA,32700.0,37.90470631238433,23.85668564277995,1.4449145793914795,2.484586238861084,0.2740439240828334,0.25890074926932943,0.0,0.0,0.7864892777060504,0.9332562520666933,0.7027834684492831,,metaplasia,
C01,KI67,MKI67,32700.0,40.3989711433181,38.540637062749006,0.001110475859604776,0.07641717046499252,-0.004774506037556917,-0.0056615127997035495,0.38794363767351875,0.3059541149746262,0.07136605791890965,0.09169909558939708,0.5494103325694126,,metaplasia,
C01,PD1,PDCD1,32700.0,46.29339929159871,22.408168860054673,0.13350149989128113,0.8151161074638367,0.010663183198438588,0.010489514271253624,0.05382781857556013,0.057852575739861856,0.32335519853120787,0.6930071725174635,0.6031100549387698,,metaplasia,
C01,PDL1,CD274,32700.0,70.81819555069409,38.079457449491706,0.6953122615814209,1.792095422744751,0.02397852121582986,0.038734263158400714,1.4475127699965005e-05,2.439470290576371e-12,0.5627585009931471,0.8653232353153971,0.713882983054498,,metaplasia,
C01,aSMA,ACTA2,32700.0,263.4925942296281,460.856294566005,0.39947181940078735,1.4388684034347534,0.27646489828357007,0.16996858770982798,0.0,1.8635005046869303e-210,0.6988980419914472,0.8751010201859872,0.774583129450396,,metaplasia,
C01,CD31,PECAM1,32700.0,182.79487312730328,332.86913250764826,0.583526611328125,1.6642979383468628,0.1538297829712295,0.09456001378856674,2.624159142001563e-172,7.836516374061089e-66,0.6430449670633563,0.9115074454081612,0.7370860648331695,,metaplasia,
C01,PanCK,EPCAM,32700.0,277.3867004850454,435.4463764185364,0.00014205757179297507,0.02568807825446129,0.0206758840447366,0.009362528959932472,0.00018467580011002457,0.09045323537719867,0.09976027192781102,0.04094157430609425,0.6436857950459031,,metaplasia,
C01,CD20,MS4A1,32700.0,78.56520714594906,54.34283803120292,0.761629045009613,1.8625377416610718,0.04318652603539159,0.05812381200351856,5.591938296489163e-15,7.054236166764558e-26,0.6623626577274541,0.8899198592314382,0.6428414695640118,,metaplasia,
C01,CD45,PTPRC,,,,,,,,,,,,,,metaplasia,gene_not_found
C01,CD11c,ITGAX,32700.0,39.400380228448384,31.663059294496577,0.21700051426887512,1.0361195802688599,-0.003456212163488799,0.005310930748715444,0.5319909417612092,0.33687749751495544,0.3992328224096271,0.7748693538880971,0.6878167617080505,,metaplasia,
C03,CD4,CD4,15811.0,69.98521053293194,66.67850383027049,0.6335561275482178,1.7061398029327393,0.0825020310960673,0.08790842435019514,2.729085757540664e-25,1.671192918532274e-28,0.5578260149045879,0.813892267905007,0.5977337655315929,,metaplasia,
C03,CD68,CD68,15811.0,94.66829031377912,191.66000727020614,0.6422968506813049,1.727005124092102,0.11933979429621101,0.11147329635112506,3.0288638833512436e-51,6.728306682287877e-45,0.5487935562918276,0.8008835175858909,0.6681906087426314,,metaplasia,
C03,FOXP3,FOXP3,15811.0,32.151423637307595,22.324776717399406,0.15517063438892365,0.8824690580368042,0.015947061624110026,0.019689279053401263,0.04494368186295532,0.013293444754131035,0.3033491285366926,0.5612635945014436,0.531556429322791,,metaplasia,
C03,CD3,CD3D,15811.0,94.7717899910892,109.76640709770048,0.6576221585273743,1.7361329793930054,0.043089763083568815,0.03857059071361885,5.95079826466137e-08,1.2261951674650337e-06,0.46085077861422713,0.8270258469594302,0.6327139526380012,,metaplasia,
C03,CD8,CD8A,15811.0,47.642181542022215,89.43195052526329,0.5922114253044128,1.6615631580352783,0.03421407356815867,0.03978407411009986,1.684561539384456e-05,5.61217090275486e-07,0.46410477564342884,0.8116703409171468,0.6228188961169935,,metaplasia,
C03,HLA-DR,HLA-DRA,15811.0,26.430511043293627,21.711062477872584,1.613406777381897,2.632913589477539,0.3658168013998587,0.3730914877222987,0.0,0.0,0.8100555178365572,0.9069806716911673,0.7697244988460712,,metaplasia,
C03,KI67,MKI67,15811.0,33.49862617410873,49.44969544241991,0.00031249437597580254,0.039292361587285995,0.00010923388696745069,0.007929981712276896,0.9890420546710315,0.3187319864817883,0.012773812897584912,0.030804214995071338,0.5566245549466187,,metaplasia,
C03,PD1,PDCD1,15811.0,18.805386506110793,9.59112728746128,0.17676711082458496,0.930640697479248,0.023670790823894682,0.036599203725795885,0.002914739721638894,4.159924074587607e-06,0.35362300556476395,0.5852784733970098,0.5087978573116656,,metaplasia,
C03,PDL1,CD274,15811.0,31.70139636594805,21.201644369831058,0.7365803122520447,1.8284945487976074,0.013714162862435222,0.02999963219309593,0.08463777613360506,0.00016145251004345273,0.5940260692327088,0.8091554283717137,0.6361460820475311,,metaplasia,
C03,aSMA,ACTA2,15811.0,379.18612193040104,553.2231959038086,0.6364372372627258,1.759174108505249,0.21492472665250556,0.19872271224425103,1.3076654764023074e-164,1.5388732784631362e-140,0.5630364018229768,0.7934747813220387,0.6798599316670865,,metaplasia,
C03,CD31,PECAM1,15811.0,145.88981012633707,356.41736423126275,0.6701263785362244,1.7619959115982056,0.2170749148858318,0.15436913355734505,5.853158938087273e-168,6.567112487304248e-85,0.4428239245065644,0.8291110826212378,0.6508590524975459,,metaplasia,
C03,PanCK,EPCAM,15811.0,100.72540023268097,184.62957380584092,0.0,0.0,,,,,,,0.6003800035836725,zero_variance_rna,metaplasia,
C03,CD20,MS4A1,15811.0,45.19831474658626,19.925414791150015,0.6504977941513062,1.726738691329956,0.027553735033554887,0.03766179355317337,0.000530152404035112,2.1693971635901244e-06,0.5796720202236041,0.8091157778378611,0.5488060103202215,,metaplasia,
C03,CD45,PTPRC,,,,,,,,,,,,,,metaplasia,gene_not_found
C03,CD11c,ITGAX,15811.0,34.861125250467936,38.910319486598475,0.25711584091186523,1.121962547302246,0.0012715802920667165,0.03226381575850987,0.8729770082518197,4.9569877539917115e-05,0.2948099153548302,0.6371301988554222,0.645633466880593,,metaplasia,
C04,CD4,CD4,78802.0,49.59069315691878,21.427159787511325,0.5435574650764465,1.5417147874832153,0.14298199363427513,0.1559607706739945,0.0,0.0,0.5740479867666841,0.7375529642895441,0.44054436101567174,,metaplasia,
C04,CD68,CD68,78802.0,54.3799943765999,52.08261302351203,2.1348114013671875,2.6319680213928223,0.25443397118008976,0.33728097785666167,0.0,0.0,0.6675492750328836,0.9262918412539595,0.47278665604859244,,metaplasia,
C04,FOXP3,FOXP3,78802.0,32.38663099149561,14.926716226043743,0.025770509615540504,0.3559420704841614,0.015511749651225173,0.02043671012230725,1.3330781731574438e-05,9.611896161059844e-09,0.13195872715218793,0.32421186454979356,0.3067804739984966,,metaplasia,
C04,CD3,CD3D,78802.0,56.19304921895206,38.76357242421712,0.5348840355873108,1.5456608533859253,0.16426433857146186,0.21201287050278306,0.0,0.0,0.49734738128613826,0.7767658105283262,0.5449002003572789,,metaplasia,
C04,CD8,CD8A,78802.0,32.29118996621823,26.244523178448127,0.8441250324249268,1.9181089401245117,0.34608075416532347,0.3514845840296715,0.0,0.0,0.7931422357044968,0.8664130530150096,0.5050200614027847,,metaplasia,
C04,HLA-DR,HLA-DRA,78802.0,28.48289575345279,11.601736982528566,5.33790397644043,2.8432865142822266,0.38975176387814847,0.47235173945006415,0.0,0.0,0.8635399249977772,0.9479936821192828,0.6501828135411026,,metaplasia,
C04,KI67,MKI67,78802.0,27.264285177780103,16.886357215573696,0.00019214492931496352,0.031271763145923615,-0.000641171569240715,-0.001254401309501653,0.8571644353152168,0.7247435836235936,0.03127859019587752,0.03673708679829544,0.3464020135967761,,metaplasia,
C04,PD1,PDCD1,78802.0,24.094563353528088,6.360034537854676,0.04020608961582184,0.4403427541255951,0.01669007234519434,0.028321812144659397,2.793618248249641e-06,1.837002530727921e-15,0.28001799652604864,0.42694087107001083,0.3279730378165629,,metaplasia,
C04,PDL1,CD274,78802.0,68.27140123194259,25.681942790081546,0.3528987169265747,1.263367772102356,0.06824513233525097,0.06051135505239193,5.477607587137885e-82,7.953719501408867e-65,0.5574940018594244,0.7284314011352786,0.3706335289059414,,metaplasia,
C04,aSMA,ACTA2,78802.0,92.34949055304875,274.34392533562396,0.5055794715881348,1.6011866331100464,0.3701925788932557,0.2795606247416073,0.0,0.0,0.8023799816019648,0.8932753361353983,0.6864554426790708,,metaplasia,
C04,CD31,PECAM1,78802.0,54.821070257763644,93.54268662306144,0.7366284132003784,1.817375898361206,0.33408874509993003,0.3053487190106747,0.0,0.0,0.6476996877226691,0.885324977017437,0.6979850433272722,,metaplasia,
C04,PanCK,EPCAM,78802.0,208.47077787722935,252.21053609794262,0.00018474204989615828,0.02994576282799244,-0.001161255462829232,0.0014556475069008473,0.7444402298935416,0.682819543835407,0.011261677442585343,0.042258429476352936,0.39465342966126643,,metaplasia,
C04,CD20,MS4A1,78802.0,42.852195574748954,16.26469863920218,0.12198472768068314,0.7720016241073608,0.0918610103089248,0.0282950838160307,3.0569103998504444e-147,1.9517422602039147e-15,0.36923553489238803,0.6226251558595328,0.35774894851151157,,metaplasia,
C04,CD45,PTPRC,,,,,,,,,,,,,,metaplasia,gene_not_found
C04,CD11c,ITGAX,78802.0,25.0711344803589,9.340830821852006,0.08421789109706879,0.6309641003608704,0.06282967303808758,0.07656283296564803,9.39338680868162e-70,9.332333965264557e-103,0.40865094522581324,0.6737244935587638,0.3386852187031014,,metaplasia,
D01,CD4,CD4,20529.0,106.25473398454983,78.35443012815357,0.5933874249458313,1.6020034551620483,0.061093756218128445,0.06140246875167995,1.93301558900146e-18,1.3028795132481778e-18,0.5740721615020686,0.8121693590699272,0.5622700268060798,,cancer,
D01,CD68,CD68,20529.0,82.80228186309557,104.66535456921319,0.7099273800849915,1.7473604679107666,0.0750023363707528,0.09952336040835684,5.2712160087576185e-27,2.3754107369666595e-46,0.4652064642718434,0.85643758116807,0.6179825346465246,,cancer,
D01,FOXP3,FOXP3,20529.0,63.10385328692057,27.317935082965047,0.06595052778720856,0.5559465885162354,-0.009524265102940473,-0.006557753836485534,0.17238531697530976,0.34745139295184213,0.11622180738506172,0.41810295396388775,0.4746829604509378,,cancer,
D01,CD3,CD3D,20529.0,70.50663687016355,79.47853011363489,0.6432650685310364,1.6625211238861084,0.0480868419897616,0.008545166011639195,5.446510563169915e-12,0.22084116578967736,0.4256376947413153,0.7507673310550553,0.5986970367851313,,cancer,
D01,CD8,CD8A,20529.0,46.08396040204494,72.07091894533266,0.6147621870040894,1.6301246881484985,0.06892829729194544,0.05377391878936966,4.7322999252857345e-23,1.2600871713203287e-14,0.48705882661327876,0.8302086274442665,0.6065117793180982,,cancer,
D01,HLA-DR,HLA-DRA,20529.0,39.40502591020121,28.66503231408399,2.6490731239318848,2.833766222000122,0.3501902861589473,0.3939005147100656,0.0,0.0,0.8485704785917287,0.913823185587567,0.7477988354002141,,cancer,
D01,KI67,MKI67,20529.0,32.82667504600392,31.147615117860326,0.00046837556874379516,0.04751485213637352,0.001595166343501529,0.00937647054508188,0.8192258566888655,0.17914143820886363,0.05865872261836258,0.05313871234642754,0.5265944599701946,,cancer,
D01,PD1,PDCD1,20529.0,36.438217377009515,17.040331599635643,0.1795794516801834,0.9145213961601257,-0.0033894837051207565,-0.02088065679989515,0.6272400351739013,0.0027723529942477562,0.27464903295107596,0.6246899946234367,0.49602149919813654,,cancer,
D01,PDL1,CD274,20529.0,62.291970632796605,27.33470155373413,0.664921224117279,1.6878736019134521,-0.025388114759102118,-0.0363589792006255,0.0002748062170066037,1.8792665982459456e-07,0.499155270110487,0.7258943895032667,0.5223215813506128,,cancer,
D01,aSMA,ACTA2,20529.0,262.53583945348197,497.8028887229752,0.6226282119750977,1.7535582780838013,0.3880292911474291,0.30156393401047105,0.0,0.0,0.6918494995816358,0.8492371872876766,0.8000446104607764,,cancer,
D01,CD31,PECAM1,20529.0,139.71618382166307,236.41964144700108,0.817095160484314,1.8778363466262817,0.26013162055666994,0.2129959313164119,1.037157919e-314,2.931195925385941e-209,0.6495478752227783,0.8769335927663015,0.7246485577248811,,cancer,
D01,PanCK,EPCAM,20529.0,254.54384650658898,371.01143089417843,0.0,0.0,,,,,,,0.6050559106294865,zero_variance_rna,cancer,
D01,CD20,MS4A1,20529.0,72.79865121224104,43.70632093812097,0.8466569185256958,1.868751049041748,0.09748298843668837,0.05205833470535354,1.5628619444724105e-44,8.425649217668566e-14,0.6271603700583437,0.7649760080998461,0.5701648945230697,,cancer,
D01,CD45,PTPRC,,,,,,,,,,,,,,cancer,gene_not_found
D01,CD11c,ITGAX,20529.0,33.82881493606974,20.43940648414039,0.23312562704086304,1.0313048362731934,-0.01015849215403224,-0.006626644700125712,0.14554415196097295,0.34240978830696756,0.3565252339727574,0.7069040900741388,0.5233469825925494,,cancer,
D02,CD4,CD4,46723.0,61.60513722700666,45.33342801905272,0.5466481447219849,1.602968692779541,0.02389895726576085,0.033784747562332205,2.3854418607154396e-07,2.780243902358099e-13,0.5562273960094976,0.6696580804758638,0.3704325146478278,,cancer,
D02,CD68,CD68,46723.0,70.86995904848375,106.33078023702822,0.6096495389938354,1.6906760931015015,0.05865047756319747,0.07663386643858751,6.8765701184604144e-37,8.405103775041776e-62,0.42205774072202706,0.7373154829124775,0.46215233694655,,cancer,
D02,FOXP3,FOXP3,46723.0,56.56376824880041,34.83855629274772,0.07128870487213135,0.6024376153945923,0.0071631159457863965,0.013547991010728188,0.12154478313654629,0.0034057713960942313,0.21745496326484076,0.4169898417985419,0.25433245633957086,,cancer,
D02,CD3,CD3D,46723.0,47.145187714625,56.95266208660526,0.6478865742683411,1.7309283018112183,-0.020240261680750465,-0.034648014803580165,1.2122910214144189e-05,6.814711890365271e-14,0.36172086560063943,0.6215326391321777,0.3671573111881006,,cancer,
D02,CD8,CD8A,46723.0,31.349598706338675,64.85388705334753,0.6057530045509338,1.687050700187683,0.013493844196247627,0.030852565544829926,0.003536230218232967,2.551996258239917e-11,0.4726606742579457,0.745481840702741,0.4471698954460966,,cancer,
D02,HLA-DR,HLA-DRA,46723.0,21.881082861563247,11.339618940903634,0.898033857345581,2.017268180847168,0.13976615404882625,0.1257482972789411,1.884260433622597e-202,5.763855062491446e-164,0.6421470236365783,0.7718642717468375,0.3592177848349305,,cancer,
D02,KI67,MKI67,46723.0,38.79087170346692,41.023140510420724,0.00019984689424745739,0.030973345041275024,0.0007954192756997186,0.004437487714960285,0.8634931034338306,0.3374759411820861,0.010742629861060296,0.02907563443982995,0.25657213330193,,cancer,
D02,PD1,PDCD1,46723.0,34.47551281397675,19.605971018837486,0.18433302640914917,0.9584461450576782,0.009333749324225262,0.01718520228522081,0.04364055716739953,0.000203329933219603,0.3602283978713553,0.5782184634891611,0.25927972199331906,,cancer,
D02,PDL1,CD274,46723.0,45.52638286688646,29.18333996997233,0.7412213683128357,1.846112847328186,0.02155126330474038,0.03488559444217414,3.1801088796539564e-06,4.600183258571513e-14,0.4855787295953923,0.6522705629498283,0.4405569490470794,,cancer,
D02,aSMA,ACTA2,46723.0,233.24365756742102,383.60838927405064,0.4565005600452423,1.5318124294281006,0.29731137010076614,0.18910215411358153,0.0,0.0,0.7414576700307661,0.8232427292924184,0.5926287795078266,,cancer,
D02,CD31,PECAM1,46723.0,133.78428619359835,285.0616572755652,0.6041568517684937,1.6891909837722778,0.13011845996057536,0.08555433403103717,1.6322660797909576e-175,1.2628359834606676e-76,0.5307822364609128,0.7630550125146484,0.4935657798603799,,cancer,
D02,PanCK,EPCAM,46723.0,267.77173227092817,337.16367678251123,0.00031770835630595684,0.03969360142946243,-0.0006680479778703979,0.0019206636285059016,0.8851861264158192,0.6780318108239672,0.041572975125290096,0.04629636835987176,0.3050762540931134,,cancer,
D02,CD20,MS4A1,46723.0,50.29688946521931,16.676037729896276,0.6983765363693237,1.7955509424209595,0.012976650312075387,0.023881905721560518,0.0050314803816465786,2.4329294866417463e-07,0.623840941694317,0.6845432219994444,0.28538548283827536,,cancer,
D02,CD45,PTPRC,,,,,,,,,,,,,,cancer,gene_not_found
D02,CD11c,ITGAX,46723.0,28.796091225713027,21.820346443491445,0.25974583625793457,1.1284501552581787,0.0078415000071845,0.023767976120210515,0.09008292701154089,2.7744739362173754e-07,0.3324016195781788,0.64748884596648,0.3047352396341597,,cancer,
D03,CD4,CD4,25640.0,80.77082406307984,81.43991617846446,0.552600085735321,1.6073530912399292,0.046722300267412836,0.047500911537405814,7.147695657942492e-14,2.740835191191566e-14,0.4674817815627412,0.787114933377625,0.5793307300535907,,cancer,
D03,CD68,CD68,25640.0,98.892078893076,136.91614904425933,0.810444712638855,1.9042000770568848,0.1095709009795232,0.14668150838032937,2.588842604250008e-69,2.764662917427372e-123,0.5739785999755103,0.8275823197489404,0.6679799454561346,,cancer,
D03,FOXP3,FOXP3,25640.0,54.734130648180795,28.907796003683043,0.14095307886600494,0.8379752039909363,0.01940813717936406,0.029593399966503616,0.0018844208305961556,2.143005472110869e-06,0.21238620166038982,0.6046942112668362,0.4038083946676844,,cancer,
D03,CD3,CD3D,25640.0,71.1700327889573,99.96516709915718,0.6501835584640503,1.7223244905471802,-0.009279830345568727,-0.006692187603411889,0.1373077090454179,0.2839240133107585,0.2941704878045549,0.7562997602010231,0.5156817856465307,,cancer,
D03,CD8,CD8A,25640.0,37.821465552778285,85.55342417440541,0.578758716583252,1.6451036930084229,0.03154117037668815,0.032123728616394176,4.382646947884811e-07,2.676813165942875e-07,0.42714352806546296,0.8085381621146477,0.5898604941398433,,cancer,
D03,HLA-DR,HLA-DRA,25640.0,33.32109162275128,28.336270965311517,1.9085657596588135,2.7365522384643555,0.390448086589758,0.43108078922140547,0.0,0.0,0.8294864702064827,0.8791219895039455,0.6820670332428271,,cancer,
D03,KI67,MKI67,25640.0,37.60247067991353,53.472925386125254,0.0,0.0,,,,,,,0.4697494772877644,zero_variance_rna,cancer,
D03,PD1,PDCD1,25640.0,28.92222867023851,14.782034002764366,0.18896614015102386,0.9655917286872864,0.0007994453681395698,0.006759364107097758,0.8981450714945257,0.2791181608646237,0.29146586886713155,0.6498763150099109,0.407371745875942,,cancer,
D03,PDL1,CD274,25640.0,42.068198545793926,20.819108960567068,0.6885462403297424,1.7772773504257202,0.020238711393638427,0.033108360714085294,0.0011915439878716868,1.1412123411575838e-07,0.5488401481974299,0.7282683805436868,0.49677994961103594,,cancer,
D03,aSMA,ACTA2,25640.0,318.96840441910797,571.9993404592117,0.5831859111785889,1.7164000272750854,0.376633889932602,0.2785098471690643,0.0,0.0,0.7307767431978056,0.8143918634717755,0.714829506953088,,cancer,
D03,CD31,PECAM1,25640.0,151.70962250796464,332.44334011442663,0.6307435035705566,1.718683123588562,0.18753712409820467,0.12073852905731142,1.2523759785633523e-201,7.233618221838409e-84,0.5098263738273898,0.82836275651901,0.6699804493246747,,cancer,
D03,PanCK,EPCAM,25640.0,330.5239987171338,455.42583205412427,0.0,0.0,,,,,,,0.6404962704036565,zero_variance_rna,cancer,
D03,CD20,MS4A1,25640.0,65.1904165476849,33.467009172282715,0.6404492855072021,1.715960144996643,0.0164419977498563,0.01343031563768286,0.00846782929292935,0.031514044807528244,0.5324464987676412,0.786172897624808,0.538244008779631,,cancer,
D03,CD45,PTPRC,,,,,,,,,,,,,,cancer,gene_not_found
D03,CD11c,ITGAX,25640.0,30.33735656616708,29.503327376176443,0.2565239369869232,1.1189320087432861,0.002715464839786001,0.016160723768571954,0.6637124845460339,0.009659723609862813,0.20012375927947085,0.6706607814331302,0.48274988141404446,,cancer,
D04,CD4,CD4,148257.0,44.332920100914166,19.332418742904053,0.6171099543571472,1.625170350074768,0.16455069199696337,0.18331821816572574,0.0,0.0,0.5518674332273373,0.6947190662798414,0.569129214461966,,cancer,
D04,CD68,CD68,148257.0,47.22643418132678,41.13687129884336,2.4088165760040283,2.7010810375213623,0.29086898029346575,0.35318093922312715,0.0,0.0,0.7474378557121963,0.8161079367012385,0.5106875572928615,,cancer,
D04,FOXP3,FOXP3,148257.0,27.03182764651664,11.975964014426864,0.024333378300070763,0.3454669713973999,0.016235279592326082,0.022902632596585436,4.0622564144152995e-10,1.1492303325870233e-18,0.16248168233172144,0.36097796733657744,0.3366367526906377,,cancer,
D04,CD3,CD3D,148257.0,51.98735335160705,29.24678517551628,0.5839735865592957,1.6136798858642578,0.20999045539157027,0.2235589837607081,0.0,0.0,0.6121331965148691,0.8084172532845318,0.5498867463979857,,cancer,
D04,CD8,CD8A,148257.0,35.476435639465684,23.524934974881177,0.9625967144966125,2.0276737213134766,0.323153809969478,0.3316238055392367,0.0,0.0,0.7687979997546971,0.896254219908148,0.5101857967436944,,cancer,
D04,HLA-DR,HLA-DRA,148257.0,32.008077806713935,11.436730782821716,6.388540744781494,1.8602144718170166,0.2632988693431977,0.3137093340289218,0.0,0.0,0.9398838084344137,0.9113708963952568,0.6292996266248784,,cancer,
D04,KI67,MKI67,148257.0,26.433824085435646,13.45315522966744,0.0002551854704506695,0.03485133871436119,0.0009639494566147321,0.002285750642586112,0.7105201843959802,0.378803669257916,0.036434464709691076,0.04674904989018902,0.15999820789035954,,cancer,
D04,PD1,PDCD1,148257.0,22.566409618555745,5.255180270812323,0.0382453091442585,0.4319721460342407,0.023393466926953228,0.03009652547376252,2.0867762461605647e-19,4.580733870476852e-31,0.12455911843454258,0.4497382430586308,0.23735957405124172,,cancer,
D04,PDL1,CD274,148257.0,62.59983220992228,26.87837898394256,0.33048704266548157,1.2243878841400146,0.08313506656390189,0.07398274325951418,1.3263793651218211e-225,5.6914099028318366e-179,0.4845342304022059,0.7720135641366198,0.5296543011486324,,cancer,
D04,aSMA,ACTA2,148257.0,42.019728831929505,133.33870994838446,0.3783271610736847,1.3596718311309814,0.27695865525437435,0.21326098571080462,0.0,0.0,0.6783413430797472,0.8619399244066853,0.5741279990463322,,cancer,
D04,CD31,PECAM1,148257.0,46.8226377728864,68.52818903127746,0.7779362201690674,1.847947120666504,0.3067943811109446,0.29490526282623103,0.0,0.0,0.6636990799264719,0.8396517525789989,0.6502390339788366,,cancer,
D04,PanCK,EPCAM,148257.0,128.06501934323057,158.15421428870607,0.00038931984454393387,0.04344826936721802,0.004876827399924226,0.005855803973406025,0.060411740306462416,0.024150394867934008,0.013109668756433553,0.06474732780124673,0.27639704833815615,,cancer,
D04,CD20,MS4A1,148257.0,34.060366215412024,10.769960012768244,0.08843136578798294,0.662461519241333,0.10852132602252051,0.06483967793246741,0.0,7.457831116655897e-138,0.4263799001788002,0.6026624336503833,0.22212641414496626,,cancer,
D04,CD45,PTPRC,,,,,,,,,,,,,,cancer,gene_not_found
D04,CD11c,ITGAX,148257.0,24.56328639285187,7.746832032433498,0.07463081181049347,0.5937173366546631,0.06391486237792217,0.07516467750337039,5.347623566780513e-134,1.100333634544145e-184,0.1900706107092984,0.627862312381832,0.15582082985796744,,cancer,
E01,CD4,CD4,30877.0,118.96276692975842,90.25093322425876,0.6080835461616516,1.6560767889022827,0.10105643228872407,0.0990498550151306,6.775769967232328e-71,3.6212211795079247e-68,0.5698060737073415,0.8770031738859649,0.6589964227153592,,normal,
E01,CD68,CD68,30877.0,109.94291128375058,123.19968878463901,0.7802804708480835,1.861796259880066,0.08588591205138302,0.11228832176369222,1.2123145857651773e-51,3.4232456339920054e-87,0.5041250405250831,0.8880001688940093,0.6413952060983203,,normal,
E01,FOXP3,FOXP3,30877.0,67.77961291276598,38.74347065090037,0.05821289122104645,0.538036048412323,0.01673782534629592,0.022371566507242178,0.003269086086541131,8.444155675836839e-05,0.32256970992399847,0.48298868100933956,0.6179593614473143,,normal,
E01,CD3,CD3D,30877.0,85.36942002031931,94.75093578658884,0.6276392936706543,1.680464267730713,0.08455164696319492,0.0603854156442142,4.2281928183906094e-50,2.403081518260915e-26,0.5308805011499245,0.8628216980670061,0.5969506241616082,,normal,
E01,CD8,CD8A,30877.0,62.22258745962131,90.96175629388527,0.5754020810127258,1.6232140064239502,0.08629029889327164,0.06860935209158288,4.086078611544948e-52,1.527467454206151e-33,0.583430779881881,0.8834701888987817,0.6359766797296265,,normal,
E01,HLA-DR,HLA-DRA,30877.0,47.83181888399748,31.61892585899804,2.7822277545928955,2.976938486099243,0.2608716791317238,0.323216485720025,0.0,0.0,0.7429675212376732,0.9361326667932947,0.7137837353254377,,normal,
E01,KI67,MKI67,30877.0,36.33806401790277,32.48256040351939,0.0004236716195009649,0.04298502951860428,-0.0006686278835048082,0.005581730382966361,0.9064752846085073,0.32670057145539233,0.03308069701568945,0.05634999281347586,0.5085643726391658,,normal,
E01,PD1,PDCD1,30877.0,40.63598498885521,18.49522640799066,0.1428106129169464,0.8331866264343262,-0.006620787788202636,-0.001176292013346572,0.24468318177416098,0.836253528821327,0.3575067805291001,0.6716288626341218,0.6620225535131844,,normal,
E01,PDL1,CD274,30877.0,74.05869060659406,41.73210146771559,0.6888333559036255,1.7589514255523682,0.001990780954670528,-0.0007292506067430366,0.7264863392448684,0.8980400252325855,0.46808659146364134,0.8370105803538392,0.5685306200921783,,normal,
E01,aSMA,ACTA2,30877.0,202.0803726284631,420.7297832552121,0.5426633954048157,1.643598198890686,0.4041450487122047,0.2689208226149608,0.0,0.0,0.7706293027888337,0.8620853128554349,0.8001822602012382,,normal,
E01,CD31,PECAM1,30877.0,134.45879882325573,226.92219533467113,0.7334785461425781,1.8205065727233887,0.2196408204098365,0.14354861334674318,0.0,8.008202096336669e-142,0.7071048437099522,0.9058204811234242,0.7311304844621114,,normal,
E01,PanCK,EPCAM,30877.0,230.57230519422401,370.0511554151924,0.0,0.0,,,,,,,0.6034258628170772,zero_variance_rna,normal,
E01,CD20,MS4A1,30877.0,78.0994716173001,59.35016965156876,0.8294447660446167,1.9030258655548096,0.1366133425314572,0.10344338012307337,1.631383895784391e-128,3.263385125810293e-74,0.7245349963939438,0.8828724253662551,0.6741352969268645,,normal,
E01,CD45,PTPRC,,,,,,,,,,,,,,normal,gene_not_found
E01,CD11c,ITGAX,30877.0,37.91329994851301,23.558917686388636,0.21155749261379242,1.0070769786834717,0.022677387405605917,0.021185208214836663,6.742666883115891e-05,0.000196947066681734,0.46943177994936963,0.7756437299108851,0.5531766541638437,,normal,
E02,CD4,CD4,27425.0,91.22336226889011,74.72654293663618,0.5560383796691895,1.6021897792816162,0.0237745477871552,0.02856564691532577,8.231439503436153e-05,2.2301798742577867e-06,0.45296707633977434,0.8154348433545017,0.6343512553011968,,normal,
E02,CD68,CD68,27425.0,97.59265234958312,139.4246145365606,0.5892108678817749,1.6591360569000244,0.015391362879223403,0.0299047096425338,0.010805686978124522,7.298411957794498e-07,0.5314748766814756,0.8369030208679294,0.6316681766191434,,normal,
E02,FOXP3,FOXP3,27425.0,70.66611989467005,51.33706427091256,0.0709095299243927,0.5952329635620117,0.005336762921030637,0.009840783660446216,0.37682558102064473,0.10317598176053007,0.22113292449233574,0.4798452198460558,0.6134655807871353,,normal,
E02,CD3,CD3D,27425.0,65.02969169506916,82.79654447626926,0.6602927446365356,1.736288070678711,0.012484142575335483,-0.001852787659175547,0.038694392721215505,0.7589826003316062,0.3711282712282209,0.8040301141276636,0.5935270473437678,,normal,
